PlanId;Plannavn;Plantype;PlantypeId;Planstatus;PlanstatusId;IKraft;Lovreferanse;LovreferanseId;Vertikalnivå;VertikalnivåId;PlanBestemmelse;PlanBestemmelseId
1103;Skålevik gnr 2, bnr 69, 133 m fl;Eldre reguleringsplan (PBL 1985);30;Uaktuell/trukket;10;;Plan- og bygningsloven av 1985 eller før;5;;;;
1104;VIGVOLLÅSEN  2;Eldre reguleringsplan (PBL 1985);30;Uaktuell/trukket;10;;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;;
1105;Odderøya, Museums og festivalområde;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;14.05.2008;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Planbestemmelser både på kart og som egen tekst;4
1106;Østre ringvei v/Bispegra;Eldre reguleringsplan (PBL 1985);30;Uaktuell/trukket;10;;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;;
1107;Vågsbygd senterområde SS6;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;14.05.2008;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Planbestemmelser både på kart og som egen tekst;4
1109;Vraget, Flekkerøy;Detaljregulering;35;Endelig vedtatt arealplan;3;16.09.2015;Plan- og bygningsloven av 2008;6;På grunnen/vannoverflaten;2;Planbestemmelser både på kart og som egen tekst;4
1110;Narviga, deler av småbåthavn med kanal;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;13.02.2008;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Planbestemmelser både på kart og som egen tekst;4
1111;Narviga, gnr. 46, bnr. 4 m.fl.;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;20.01.2010;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Planbestemmelser både på kart og som egen tekst;4
1112;Kvartal 42;Eldre reguleringsplan (PBL 1985);30;Utgått/erstattet;5;24.01.2007;Plan- og bygningsloven av 1985;4;På grunnen/vannoverflaten;2;Med bestemmelser som egen tekst;1
1113;Auglandsveien 18 og 20;Bebyggelsesplan iht. reguleringsplan (PBL 1985);32;Avvist;9;;Plan- og bygningsloven av 1985;4;På grunnen/vannoverflaten;2;Med bestemmelser som egen tekst;1
1114;Holskogen massedeponi;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;05.12.2007;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Planbestemmelser både på kart og som egen tekst;4
1115;Hamresanden hotell og campingområde;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;24.03.2010;Plan- og bygningsloven av 1985;4;På grunnen/vannoverflaten;2;Planbestemmelser både på kart og som egen tekst;4
1116;Myra/Kårholmsveien;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;15.10.2008;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Planbestemmelser både på kart og som egen tekst;4
1117;Kuholmstangen;Eldre reguleringsplan (PBL 1985);30;Avvist;9;;Plan- og bygningsloven av 1985;4;På grunnen/vannoverflaten;2;;
1118;Knarrevikveien 60 - 56/241 - omregulering;Eldre reguleringsplan (PBL 1985);30;Uaktuell/trukket;10;;Plan- og bygningsloven av 1985;4;På grunnen/vannoverflaten;2;;
1119;Vestre Strandgate 16;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;26.09.2007;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Planbestemmelser både på kart og som egen tekst;4
1120;Langemyr, Dalane - Avfallsforbrenningsanlegg;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;13.06.2007;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Planbestemmelser både på kart og som egen tekst;4
1121;Farvannet skytebane, Ålefjær;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;16.04.2008;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Med bestemmelser som egen tekst;1
1122;HOLSKOGEN, Del av Gnr. 12, bnr. 1;Eldre reguleringsplan (PBL 1985);30;Utgått/erstattet;5;06.12.2006;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Med bestemmelser som egen tekst;1
1124;SVARTTJØNNVEIEN 2 M.FL.;Eldre reguleringsplan (PBL 1985);30;Uaktuell/trukket;10;;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Med bestemmelser som egen tekst;1
1125;Tykkelimoen, øst for Gangdalsveien;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;13.02.2008;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Med bestemmelser som egen tekst;1
1126;Hamreheia nord, gnr. 152, bnr. 45 m.fl.;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;22.04.2009;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Planbestemmelser både på kart og som egen tekst;4
1127;Klynga;Detaljregulering;35;Endelig vedtatt arealplan;3;22.01.2014;Plan- og bygningsloven av 2008;6;På grunnen/vannoverflaten;2;Planbestemmelser både på kart og som egen tekst;4
1128;Dyreparken;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;10.09.2008;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Planbestemmelser både på kart og som egen tekst;4
1129;Rv41 Hamresanden-Lauvåsen, g/s vei;Eldre reguleringsplan (PBL 1985);30;Utgått/erstattet;5;10.09.2008;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Med bestemmelser som egen tekst;1
1130;Furulia 6;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;30.05.2007;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Planbestemmelser både på kart og som egen tekst;4
1132;Bossmyrveien/Øvre Ringvei;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;04.06.2008;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Uten bestemmelser;2
1133;Kommunedelplan for Flekkerøya, deler av strandsonen;Kommunedelplan;21;Endelig vedtatt arealplan;3;21.06.2011;Plan- og bygningsloven av 1985 eller før;5;;;Med bestemmelser som egen tekst;1
1134;Rv 456 Hannevika - Lumberkrysset;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;13.05.2009;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Planbestemmelser både på kart og som egen tekst;4
1136;Rv.41 Timenes - Hamresanden, gang/sykkelveg;Detaljregulering;35;Endelig vedtatt arealplan;3;13.02.2013;Plan- og bygningsloven av 2008;6;På grunnen/vannoverflaten;2;Planbestemmelser både på kart og som egen tekst;4
1137;RV 456 VÅGSBYGDVEIEN;Kommunedelplan;21;Utgått/erstattet;5;24.01.2007;Plan- og bygningsloven av 1985;4;;;Med bestemmelser som egen tekst;1
1138;HANNEVIKTOPPEN 5;Eldre reguleringsplan (PBL 1985);30;Uaktuell/trukket;10;;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Med bestemmelser som egen tekst;1
1139;Vågsbygd ringvei 43;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;14.05.2008;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Planbestemmelser både på kart og som egen tekst;4
1140;Kvartal 51;Eldre reguleringsplan (PBL 1985);30;Uaktuell/trukket;10;;Plan- og bygningsloven av 1985;4;På grunnen/vannoverflaten;2;;
1141;Sagmyra;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;07.10.2009;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Planbestemmelser både på kart og som egen tekst;4
1142;Sørlandsparken F/K/I-10 og del av F/K/I-9;Detaljregulering;35;Endelig vedtatt arealplan;3;11.05.2011;Plan- og bygningsloven av 2008;6;På grunnen/vannoverflaten;2;Planbestemmelser både på kart og som egen tekst;4
1143;Linnkjellveien 10 og 12;Eldre reguleringsplan (PBL 1985);30;Uaktuell/trukket;10;;Plan- og bygningsloven av 1985;4;På grunnen/vannoverflaten;2;Med bestemmelser som egen tekst;1
1144;Mellomveien 9;Eldre reguleringsplan (PBL 1985);30;Uaktuell/trukket;10;;Plan- og bygningsloven av 1985;4;På grunnen/vannoverflaten;2;;
1145;Kalkveien, del av;Eldre reguleringsplan (PBL 1985);30;Uaktuell/trukket;10;;Plan- og bygningsloven av 1985;4;På grunnen/vannoverflaten;2;;
1146;Trymsvei 1 - 11;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;17.06.2009;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Planbestemmelser både på kart og som egen tekst;4
1147;Sørlandsparken, felt K/I-14;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;16.04.2008;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Planbestemmelser både på kart og som egen tekst;4
1148;Rådhuskvartalet/Kvartal 39;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;25.11.2009;Plan- og bygningsloven av 1985 eller før;5;Under grunnen (tunnel), På grunnen/vannoverflaten;1, 2;Planbestemmelser både på kart og som egen tekst;4
1149;Sørskauen - øst for Holteveien;Detaljregulering;35;Endelig vedtatt arealplan;3;20.06.2018;Plan- og bygningsloven av 2008;6;På grunnen/vannoverflaten;2;Planbestemmelser både på kart og som egen tekst;4
1150;Bjørndalen;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;08.12.2010;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Planbestemmelser både på kart og som egen tekst;4
1151;Kvartal 21 - Meieritomta;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;18.06.2008;Plan- og bygningsloven av 1985 eller før;5;Under grunnen (tunnel), På grunnen/vannoverflaten;1, 2;Planbestemmelser både på kart og som egen tekst;4
1152;Elvebredden øst, felt F/K 5;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;16.04.2008;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Planbestemmelser både på kart og som egen tekst;4
1153;Kvartal 13 - Skippergata 7-9;Eldre reguleringsplan (PBL 1985);30;Uaktuell/trukket;10;;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Med bestemmelser som egen tekst;1
1154;Kongsgård alle 33 m.fl.;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;18.06.2008;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Planbestemmelser både på kart og som egen tekst;4
1155;Bergtorasvei - barnehage;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;10.09.2008;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Planbestemmelser både på kart og som egen tekst;4
1156;Bjørnebakken;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;10.09.2008;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Planbestemmelser både på kart og som egen tekst;4
1157;Haslevollen;Detaljregulering;35;Endelig vedtatt arealplan;3;11.05.2011;Plan- og bygningsloven av 2008;6;På grunnen/vannoverflaten;2;Planbestemmelser både på kart og som egen tekst;4
1158;Sørlandsparken, felt K/I - 10;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;31.10.2007;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Planbestemmelser både på kart og som egen tekst;4
1159;Voie senter;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;10.09.2008;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Planbestemmelser både på kart og som egen tekst;4
1160;Gnr.1, bnr.14 og 656 Mæbø;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;24.10.2007;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Planbestemmelser både på kart og som egen tekst;4
1161;Eivind Jarls gate 22;Bebyggelsesplan iht. kommuneplanens arealdel (PBL 1985);33;Endelig vedtatt arealplan;3;28.02.2008;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Planbestemmelser både på kart og som egen tekst;4
1162;Hånes, felt E3 og areal D;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;10.09.2008;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Planbestemmelser både på kart og som egen tekst;4
1164;Holskogen kyststiplan;Eldre reguleringsplan (PBL 1985);30;Uaktuell/trukket;10;;Plan- og bygningsloven av 1985;4;På grunnen/vannoverflaten;2;;
1165;Jenteheia ved Alsvika;Detaljregulering;35;Endelig vedtatt arealplan;3;28.09.2011;Plan- og bygningsloven av 2008;6;På grunnen/vannoverflaten;2;Planbestemmelser både på kart og som egen tekst;4
1166;Slettheiveien 25 - 35 - regulering;Eldre reguleringsplan (PBL 1985);30;Uaktuell/trukket;10;;Plan- og bygningsloven av 1985;4;På grunnen/vannoverflaten;2;;
1167;Fidjekilen båthavn og friområde;Detaljregulering;35;Endelig vedtatt arealplan;3;24.09.2014;Plan- og bygningsloven av 2008;6;På grunnen/vannoverflaten;2;Planbestemmelser både på kart og som egen tekst;4
1168;Geiderøya, Flekkerøy;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;24.10.2007;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Planbestemmelser både på kart og som egen tekst;4
1169;Vigeveien 1;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;18.02.2009;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Planbestemmelser både på kart og som egen tekst;4
1171;KORVETTVEIEN 2 - 18;Eldre reguleringsplan (PBL 1985);30;Uaktuell/trukket;10;;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Med bestemmelser som egen tekst;1
1172;Nordre hovedgårds vei 4 m.fl.;Detaljregulering;35;Endelig vedtatt arealplan;3;21.01.2015;Plan- og bygningsloven av 2008;6;På grunnen/vannoverflaten;2;Planbestemmelser både på kart og som egen tekst;4
1173;Storenes - Vågsbygd B2;Eldre reguleringsplan (PBL 1985);30;Uaktuell/trukket;10;;Plan- og bygningsloven av 1985;4;På grunnen/vannoverflaten;2;;
1174;Ålefjær golfbane og deponi;Detaljregulering;35;Endelig vedtatt arealplan;3;23.05.2012;Plan- og bygningsloven av 2008;6;På grunnen/vannoverflaten;2;Planbestemmelser både på kart og som egen tekst;4
1175;Bergstøveien;Eldre reguleringsplan (PBL 1985);30;Avvist;9;;Plan- og bygningsloven av 1985;4;På grunnen/vannoverflaten;2;Med bestemmelser som egen tekst;1
1176;Justvik høydebasseng;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;27.10.2010;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Planbestemmelser både på kart og som egen tekst;4
1177;Tollbodkvartalet;Eldre reguleringsplan (PBL 1985);30;Uaktuell/trukket;10;;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Med bestemmelser som egen tekst;1
1178;JEGERSBERG GÅRD;Eldre reguleringsplan (PBL 1985);30;Uaktuell/trukket;10;;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Med bestemmelser som egen tekst;1
1179;Hånes, del av felt E3;Detaljregulering;35;Endelig vedtatt arealplan;3;22.06.2011;Plan- og bygningsloven av 2008;6;På grunnen/vannoverflaten;2;Planbestemmelser både på kart og som egen tekst;4
1180;ODDERNES KIRKEGÅRD;Eldre reguleringsplan (PBL 1985);30;Uaktuell/trukket;10;;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Med bestemmelser som egen tekst;1
1181;Kvartal 72, nybyen, del A;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;27.10.2010;Plan- og bygningsloven av 1985 eller før;5;Under grunnen (tunnel), På grunnen/vannoverflaten;1, 2;Planbestemmelser både på kart og som egen tekst;4
1182;Eg - energisentral - reguleringsplan;Eldre reguleringsplan (PBL 1985);30;Uaktuell/trukket;10;;Plan- og bygningsloven av 1985;4;På grunnen/vannoverflaten;2;;
1183;Vardåsveien 71;Eldre reguleringsplan (PBL 1985);30;Uaktuell/trukket;10;;Plan- og bygningsloven av 1985;4;På grunnen/vannoverflaten;2;;
1184;Lauvåsen næringsarealer - felt N1, N4 og N5;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;13.04.2011;Plan- og bygningsloven av 1985;4;På grunnen/vannoverflaten;2;Med bestemmelser som egen tekst;1
1185;Korsvikfjorden øst;Eldre reguleringsplan (PBL 1985);30;Uaktuell/trukket;10;;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Med bestemmelser som egen tekst;1
1186;Setesdalsveien 53/53A;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;08.12.2009;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Planbestemmelser både på kart og som egen tekst;4
1187;Dalbo;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;14.05.2008;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Planbestemmelser både på kart og som egen tekst;4
1188;Andeas Kjærsvei 76;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;25.04.2012;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Planbestemmelser både på kart og som egen tekst;4
1189;Steindalen, gang-/sykkelsti;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;29.10.2008;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Planbestemmelser både på kart og som egen tekst;4
1190;Voie 17;Detaljregulering;35;Uaktuell/trukket;10;;Plan- og bygningsloven av 2008;6;På grunnen/vannoverflaten;2;Med bestemmelser som egen tekst;1
1191;Kirkevik - Randesund;Detaljregulering;35;Uaktuell/trukket;10;;Plan- og bygningsloven av 2008;6;På grunnen/vannoverflaten;2;;
1192;STANGENES, RANDESUND;Eldre reguleringsplan (PBL 1985);30;Uaktuell/trukket;10;;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Med bestemmelser som egen tekst;1
1193;Gangdalen - 18/124, 125 m.fl.;Detaljregulering;35;Endelig vedtatt arealplan;3;29.03.2017;Plan- og bygningsloven av 2008;6;På grunnen/vannoverflaten;2;Planbestemmelser både på kart og som egen tekst;4
1194;Studedalen, massedeponi;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;17.06.2009;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Planbestemmelser både på kart og som egen tekst;4
1195;Sørlandsparken, felt F/K/A;Eldre reguleringsplan (PBL 1985);30;Uaktuell/trukket;10;;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Med bestemmelser som egen tekst;1
1196;Ryen - Rønnemoen;Eldre reguleringsplan (PBL 1985);30;Uaktuell/trukket;10;;Plan- og bygningsloven av 1985;4;På grunnen/vannoverflaten;2;;
1197;Elvebredden øst, B2 og F/K/B3;Eldre reguleringsplan (PBL 1985);30;Utgått/erstattet;5;18.02.2009;Plan- og bygningsloven av 1985 eller før;5;Under grunnen (tunnel), På grunnen/vannoverflaten;1, 2;Planbestemmelser både på kart og som egen tekst;4
1198;Freyasdalsveien/Johan Øydegardsvei, Ut-inn-husene;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;03.06.2009;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Planbestemmelser både på kart og som egen tekst;4
1199;Travparken, F/K-16 , T1 m.fl.;Detaljregulering;35;Endelig vedtatt arealplan;3;16.01.2013;Plan- og bygningsloven av 2008;6;På grunnen/vannoverflaten;2;Med bestemmelser som egen tekst;1
1200;Hannevika, areal B;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;16.04.2008;Plan- og bygningsloven av 1985 eller før;5;Under grunnen (tunnel), På grunnen/vannoverflaten;1, 2;Planbestemmelser både på kart og som egen tekst;4
1201;Haus;Eldre reguleringsplan (PBL 1985);30;Uaktuell/trukket;10;;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Med bestemmelser som egen tekst;1
1202;Holskogen  industriområde  2;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;04.11.2009;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Planbestemmelser både på kart og som egen tekst;4
1203;Fiskå industriområde, Kjeholmen;Detaljregulering;35;Endelig vedtatt arealplan;3;25.04.2012;Plan- og bygningsloven av 2008;6;På grunnen/vannoverflaten;2;Med bestemmelser som egen tekst;1
1204;Roligheden gård;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;08.12.2009;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Planbestemmelser både på kart og som egen tekst;4
1205;Krosseveien 2;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;18.03.2009;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Planbestemmelser både på kart og som egen tekst;4
1206;Hannevikdalen industriområde, del av;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;14.01.2009;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Planbestemmelser både på kart og som egen tekst;4
1208;Teglverksveien 20;Bebyggelsesplan iht. kommuneplanens arealdel (PBL 1985);33;Endelig vedtatt arealplan;3;19.02.2009;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Planbestemmelser både på kart og som egen tekst;4
1209;Dallonaveien 3;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;10.09.2008;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Planbestemmelser både på kart og som egen tekst;4
1210;Marinetomta;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;25.11.2009;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Planbestemmelser både på kart og som egen tekst;4
1211;Andøya felt K1 - omregulering;Eldre reguleringsplan (PBL 1985);30;Uaktuell/trukket;10;;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Med bestemmelser som egen tekst;1
1212;Jaktoddveien;Detaljregulering;35;Endelig vedtatt arealplan;3;07.09.2011;Plan- og bygningsloven av 2008;6;Under grunnen (tunnel), På grunnen/vannoverflaten;1, 2;Planbestemmelser både på kart og som egen tekst;4
1213;Hånesbukta - småbåthavn;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;08.12.2009;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Planbestemmelser både på kart og som egen tekst;4
1214;Rv 456 og 457 - Vågsbygdveien, del av kollektivfelt;Detaljregulering;35;Uaktuell/trukket;10;;Plan- og bygningsloven av 2008;6;På grunnen/vannoverflaten;2;;
1215;Fiskå industriområde, endret plan;Detaljregulering;35;Endelig vedtatt arealplan;3;23.05.2012;Plan- og bygningsloven av 2008;6;På grunnen/vannoverflaten;2;Planbestemmelser både på kart og som egen tekst;4
1216;JUSTVIK SMÅBÅTHAVN;Eldre reguleringsplan (PBL 1985);30;Avvist;9;;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Med bestemmelser som egen tekst;1
1218;Bråvann felt B4, del av.;Detaljregulering;35;Endelig vedtatt arealplan;3;26.01.2011;Plan- og bygningsloven av 2008;6;På grunnen/vannoverflaten;2;Planbestemmelser både på kart og som egen tekst;4
1219;Øvre Slettheia skole og barnehage;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;07.10.2009;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Planbestemmelser både på kart og som egen tekst;4
1221;Elvebredden øst, felt B6;Detaljregulering;35;Endelig vedtatt arealplan;3;10.11.2010;Plan- og bygningsloven av 2008;6;På grunnen/vannoverflaten;2;Planbestemmelser både på kart og som egen tekst;4
1222;Gimle studentby III;Detaljregulering;35;Endelig vedtatt arealplan;3;13.02.2013;Plan- og bygningsloven av 2008;6;På grunnen/vannoverflaten;2;Planbestemmelser både på kart og som egen tekst;4
1223;Kvartal 20;Områderegulering;34;Endelig vedtatt arealplan;3;26.01.2011;Plan- og bygningsloven av 2008;6;På grunnen/vannoverflaten;2;Planbestemmelser både på kart og som egen tekst;4
1224;Kvartal 71;Detaljregulering;35;Endelig vedtatt arealplan;3;22.01.2014;Plan- og bygningsloven av 2008;6;På grunnen/vannoverflaten;2;Planbestemmelser både på kart og som egen tekst;4
1225;Kongsgård/Vige, felt B3;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;14.01.2009;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Planbestemmelser både på kart og som egen tekst;4
1227;Del av Vågsbygdveien 456 fra Kirsten Flagstadsvei/Auglandsbukta til Kjosbukta;Detaljregulering;35;Uaktuell/trukket;10;;Plan- og bygningsloven av 2008;6;På grunnen/vannoverflaten;2;;
1228;Vågsbygdveien-Holskogveien Rv456-Vågsbygdveien457-Kjos;Eldre reguleringsplan (PBL 1985);30;Uaktuell/trukket;10;;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Med bestemmelser som egen tekst;1
1229;Tinnheiveien 30;Eldre reguleringsplan (PBL 1985);30;Uaktuell/trukket;10;;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Med bestemmelser som egen tekst;1
1230;Kvartal 49;Områderegulering;34;Endelig vedtatt arealplan;3;17.06.2015;Plan- og bygningsloven av 2008;6;På grunnen/vannoverflaten;2;Planbestemmelser både på kart og som egen tekst;4
1231;Tollbodgata  3-7;Detaljregulering;35;Endelig vedtatt arealplan;3;09.04.2014;Plan- og bygningsloven av 2008;6;På grunnen/vannoverflaten;2;Planbestemmelser både på kart og som egen tekst;4
1233;Grimsmoen;Områderegulering;34;Endelig vedtatt arealplan;3;22.01.2014;Plan- og bygningsloven av 2008;6;På grunnen/vannoverflaten;2;Planbestemmelser både på kart og som egen tekst;4
1234;Kvartal 2;Eldre reguleringsplan (PBL 1985);30;Uaktuell/trukket;10;;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Uten bestemmelser;2
1235;Sørlandsparken felt  K/I-17;Detaljregulering;35;Endelig vedtatt arealplan;3;16.06.2010;Plan- og bygningsloven av 2008;6;På grunnen/vannoverflaten;2;Planbestemmelser både på kart og som egen tekst;4
1236;Hellinga barnehage;Detaljregulering;35;Endelig vedtatt arealplan;3;24.03.2010;Plan- og bygningsloven av 2008;6;På grunnen/vannoverflaten;2;Planbestemmelser både på kart og som egen tekst;4
1237;SØRLANDET SYKEHUS, EGSVEIEN 100. Parkering.;Eldre reguleringsplan (PBL 1985);30;Uaktuell/trukket;10;;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Med bestemmelser som egen tekst;1
